ELF Code,Country of formation,Country Code (ISO 3166-1),Jurisdiction of formation,Country sub-division code (ISO 3166-2),jurisdiction_code,Entity Legal Form name Local name,Language,Language Code (ISO 639-1),Entity Legal Form name Transliterated name (per ISO 01-140-10),Abbreviations Local language,Abbreviations transliterated,Date created YYYY-MM-DD (ISO 8601),ELF Status ACTV/INAC,Modification,Modification date YYYY-MM-DD (ISO 8601),Reason,Notes
PVT3,Belgium,BE,,,be,Société privée à responsabilité limitée unipersonnelle à finalité sociale,French,fr,Société privée à responsabilité limitée unipersonnelle à finalité sociale,SPRLU FS,,11/30/17,ACTV,legislation change,7/5/19,"after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date",
PVT3,Belgium,BE,,,be,Privatgesellschaft mit beschränkter Haftung mit sozialer Zielsetzung mit einem Alleingesellschafter,German,de,Privatgesellschaft mit beschränkter Haftung mit sozialer Zielsetzung mit einem Alleingesellschafter,PgbHsZ,,11/30/17,ACTV,legislation change,7/5/19,"after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date",
QZIS,Belgium,BE,,,be,Openbare instelling,Dutch,nl,Openbare instelling,OI,,11/30/17,ACTV,,,,
QZIS,Belgium,BE,,,be,Etablissement public,French,fr,Etablissement public,ETSPUBLI,,11/30/17,ACTV,,,,
QZIS,Belgium,BE,,,be,Öffentliche Einrichtung,German,de,Öffentliche Einrichtung,ÖE,,11/30/17,ACTV,,,,
R85P,Belgium,BE,,,be,Naamloze vennootschap,Dutch,nl,Naamloze vennootschap,NV,,11/30/17,ACTV,,,,
R85P,Belgium,BE,,,be,Société anonyme,French,fr,Société anonyme,SA,,11/30/17,ACTV,,,,
R85P,Belgium,BE,,,be,Aktiengesellschaft,German,de,Aktiengesellschaft,AG,,11/30/17,ACTV,,,,
T922,Belgium,BE,,,be,Burgerlijke vennootschap onder vorm van gewone commanditaire vennootschap,Dutch,nl,Burgerlijke vennootschap onder vorm van gewone commanditaire vennootschap,BV GCV,,11/30/17,INAC,legislation change,11/1/18,per 1 Nov 2018 legal form abolished and automatically transformed into legal form LWV6,
T922,Belgium,BE,,,be,Société civile sous forme de société en commandite simple,French,fr,Société civile sous forme de société en commandite simple,SC SCS,,11/30/17,INAC,legislation change,11/1/18,per 1 Nov 2018 legal form abolished and automatically transformed into legal form LWV6,
T922,Belgium,BE,,,be,Zivilrechtliche Gesellschaft in der Rechtsform einer einfachen Kommanditgesellschaft,German,de,Zivilrechtliche Gesellschaft in der Rechtsform einer einfachen Kommanditgesellschaft,ZRG EKG,,11/30/17,INAC,legislation change,11/1/18,per 1 Nov 2018 legal form abolished and automatically transformed into legal form LWV6,
TPTU,Belgium,BE,,,be,Naamloze vennootschap van publiek recht,Dutch,nl,Naamloze vennootschap van publiek recht,NV PR,,11/30/17,ACTV,,,,
TPTU,Belgium,BE,,,be,Société anonyme de droit public,French,fr,Société anonyme de droit public,SA DPU,,11/30/17,ACTV,,,,
TPTU,Belgium,BE,,,be,Öffentlich-rechtliche Aktiengesellschaft,German,de,Öffentlich-rechtliche Aktiengesellschaft,Ö.-r.AG,,11/30/17,ACTV,,,,
U2PN,Belgium,BE,,,be,Commanditaire vennootschap op aandelen,Dutch,nl,Commanditaire vennootschap op aandelen,Comm.VA,,11/30/17,ACTV,,,,
U2PN,Belgium,BE,,,be,Société en commandite par actions,French,fr,Société en commandite par actions,SCA,,11/30/17,ACTV,,,,
U2PN,Belgium,BE,,,be,Kommanditgesellschaft auf Aktien,German,de,Kommanditgesellschaft auf Aktien,KGaA,,11/30/17,ACTV,,,,
U5KF,Belgium,BE,,,be,Burgerlijke vennootschap onder vorm van vennootschap onder firma,Dutch,nl,Burgerlijke vennootschap onder vorm van vennootschap onder firma,BV VOF,,11/30/17,INAC,legislation change,11/1/18,per 1 Nov 2018 legal form abolished and automatically transformed into legal form UW1Y,
U5KF,Belgium,BE,,,be,Société civile sous forme de société en nom collectif,French,fr,Société civile sous forme de société en nom collectif,SC SNC,,11/30/17,INAC,legislation change,11/1/18,per 1 Nov 2018 legal form abolished and automatically transformed into legal form UW1Y,
U5KF,Belgium,BE,,,be,Zivilrechtliche Gesellschaft in der Rechtsform einer offenen Handelsgesellschaft,German,de,Zivilrechtliche Gesellschaft in der Rechtsform einer offenen Handelsgesellschaft,ZRG OHG,,11/30/17,INAC,legislation change,11/1/18,per 1 Nov 2018 legal form abolished and automatically transformed into legal form UW1Y,
UCT9,Belgium,BE,,,be,Burgerlijke Vennootschap onder vorm van Landbouwvennootschap (BV LV),Dutch,nl,Burgerlijke Vennootschap onder vorm van Landbouwvennootschap (BV LV),BV LV,,11/30/17,INAC,legislation change,11/1/18,per 1 Nov 2018 legal form abolished and automatically transformed into legal form ZOK2,
UCT9,Belgium,BE,,,be,Société civile sous forme de société agricole,French,fr,Société civile sous forme de société agricole,SC SAGR,,11/30/17,INAC,legislation change,11/1/18,per 1 Nov 2018 legal form abolished and automatically transformed into legal form ZOK2,
UCT9,Belgium,BE,,,be,Zivilrechtliche Gesellschaft in der Rechtsform einer landwirtschaftlichen Gesellschaft,German,de,Zivilrechtliche Gesellschaft in der Rechtsform einer landwirtschaftlichen Gesellschaft,ZRG LG,,11/30/17,INAC,legislation change,11/1/18,per 1 Nov 2018 legal form abolished and automatically transformed into legal form ZOK2,
UW1Y,Belgium,BE,,,be,Vennootschap onder firma,Dutch,nl,Vennootschap onder firma,V.O.F.,,11/30/17,ACTV,,,,
UW1Y,Belgium,BE,,,be,Société en nom collectif,French,fr,Société en nom collectif,SNC,,11/30/17,ACTV,,,,
UW1Y,Belgium,BE,,,be,Offene Handelsgesellschaft,German,de,Offene Handelsgesellschaft,OHG,,11/30/17,ACTV,,,,
V03J,Belgium,BE,,,be,Internationale vereniging zonder winstoogmerk,Dutch,nl,Internationale vereniging zonder winstoogmerk,IVZW,,11/30/17,ACTV,,,,
V03J,Belgium,BE,,,be,Association internationale sans but lucratif,French,fr,Association internationale sans but lucratif,AISBL,,11/30/17,ACTV,,,,
V03J,Belgium,BE,,,be,Internationale Vereinigung ohne Gewinnerzielungsabsicht,German,de,Internationale Vereinigung ohne Gewinnerzielungsabsicht,IVoG,,11/30/17,ACTV,,,,
V7FT,Belgium,BE,,,be,Naamloze vennootschap met een sociaal oogmerk,Dutch,nl,Naamloze vennootschap met een sociaal oogmerk,NV SO,,7/5/19,ACTV,,,new legal form per 1 May 2019,
V7FT,Belgium,BE,,,be,Société anonyme à finalité sociale,French,fr,Société anonyme à finalité sociale,SA FS,,7/5/19,ACTV,,,new legal form per 1 May 2019,
V7FT,Belgium,BE,,,be,Aktiengesellschaft mit sozialer Zielsetzung,German,de,Aktiengesellschaft mit sozialer Zielsetzung,AGmsZ,,7/5/19,ACTV,,,new legal form per 1 May 2019,
V8L7,Belgium,BE,,,be,Burgerlijke vennootschap onder vorm van besloten vennootschap met beperkte aansprakelijkheid,Dutch,nl,Burgerlijke vennootschap onder vorm van besloten vennootschap met beperkte aansprakelijkheid,BV BVBA,,11/30/17,INAC,legislation change,11/1/18,per 1 Nov 2018 legal form abolished and automatically transformed into legal form N5NT,
V8L7,Belgium,BE,,,be,Société civile sous forme de société privée à responsabilité limitée,French,fr,Société civile sous forme de société privée à responsabilité limitée,SC SPRL,,11/30/17,INAC,legislation change,11/1/18,per 1 Nov 2018 legal form abolished and automatically transformed into legal form N5NT,
V8L7,Belgium,BE,,,be,Zivilrechtliche Gesellschaft in der Rechtsform einer Privatgesellschaft mit beschränkter Haftung,German,de,Zivilrechtliche Gesellschaft in der Rechtsform einer Privatgesellschaft mit beschränkter Haftung,ZvGPgbH,,11/30/17,INAC,legislation change,11/1/18,per 1 Nov 2018 legal form abolished and automatically transformed into legal form N5NT,
W3WH,Belgium,BE,,,be,Vereniging zonder winstoogmerk,Dutch,nl,Vereniging zonder winstoogmerk,VZW,,11/30/17,ACTV,,,,
W3WH,Belgium,BE,,,be,Association sans but lucratif,French,fr,Association sans but lucratif,ASBL,,11/30/17,ACTV,,,,
W3WH,Belgium,BE,,,be,Vereinigung ohne Gewinnerzielungsabsicht,German,de,Vereinigung ohne Gewinnerzielungsabsicht,VoG,,11/30/17,ACTV,,,,
WTLP,Belgium,BE,,,be,Burgerlijke vennootschap onder vorm van coöperatieve vennootschap met onbeperkte aansprakelijkheid,Dutch,nl,Burgerlijke vennootschap onder vorm van coöperatieve vennootschap met onbeperkte aansprakelijkheid,BV CVOA,,11/30/17,INAC,legislation change,11/1/18,per 1 Nov 2018 legal form abolished and automatically transformed into legal form LWHF,
WTLP,Belgium,BE,,,be,Société civile sous forme de société coopérative à responsabilité illimitée,French,fr,Société civile sous forme de société coopérative à responsabilité illimitée,SC SCRI,,11/30/17,INAC,legislation change,11/1/18,per 1 Nov 2018 legal form abolished and automatically transformed into legal form LWHF,
WTLP,Belgium,BE,,,be,Zivilrechtliche Gesellschaft in der Rechtsform einer Genossenschaft mit unbeschränkter Haftung,German,de,Zivilrechtliche Gesellschaft in der Rechtsform einer Genossenschaft mit unbeschränkter Haftung,ZvGGugcH,,11/30/17,INAC,legislation change,11/1/18,per 1 Nov 2018 legal form abolished and automatically transformed into legal form LWHF,
X8ZK,Belgium,BE,,,be,Coöperatieve vennootschap met beperkte aansprakelijkheid van publiek recht,Dutch,nl,Coöperatieve vennootschap met beperkte aansprakelijkheid van publiek recht,CVBA PR,,11/30/17,ACTV,legislation change,7/5/19,"after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date",
X8ZK,Belgium,BE,,,be,Société coopérative à responsabilité limitée de droit public,French,fr,Société coopérative à responsabilité limitée de droit public,SCRL DPU,,11/30/17,ACTV,legislation change,7/5/19,"after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date",
X8ZK,Belgium,BE,,,be,Öffentlich-rechtliche Genossenschaft mit beschränkter Haftung,German,de,Öffentlich-rechtliche Genossenschaft mit beschränkter Haftung,ÖfrGmbH,,11/30/17,ACTV,legislation change,7/5/19,"after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date",
XLEO,Belgium,BE,,,be,Gewone commanditaire vennootschap met een sociaal oogmerk,Dutch,nl,Gewone commanditaire vennootschap met een sociaal oogmerk,GCW SO,,11/30/17,ACTV,legislation change,7/5/19,"after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date",
XLEO,Belgium,BE,,,be,Société en commandite simple à finalité sociale,French,fr,Société en commandite simple à finalité sociale,SCS FS,,11/30/17,ACTV,legislation change,7/5/19,"after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date",
XLEO,Belgium,BE,,,be,Einfache Kommanditgesellschaft mit sozialer Zielsetzung,German,de,Einfache Kommanditgesellschaft mit sozialer Zielsetzung,EKGmsZ,,11/30/17,ACTV,legislation change,7/5/19,"after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date",
XQZX,Belgium,BE,,,be,Burgerlijke vennootschap onder vorm van naamloze vennootschap,Dutch,nl,Burgerlijke vennootschap onder vorm van naamloze vennootschap,BV NV,,11/30/17,INAC,legislation change,11/1/18,per 1 Nov 2018 legal form abolished and automatically transformed into legal form R85P,
XQZX,Belgium,BE,,,be,Société civile sous forme de société anonyme,French,fr,Société civile sous forme de société anonyme,SC SA,,11/30/17,INAC,legislation change,11/1/18,per 1 Nov 2018 legal form abolished and automatically transformed into legal form R85P,
XQZX,Belgium,BE,,,be,Zivilrechtliche Gesellschaft in der Rechtsform einer Aktiengesellschaft,German,de,Zivilrechtliche Gesellschaft in der Rechtsform einer Aktiengesellschaft,ZRG AG,,11/30/17,INAC,legislation change,11/1/18,per 1 Nov 2018 legal form abolished and automatically transformed into legal form R85P,
Y1Q4,Belgium,BE,,,be,Private stichting,Dutch,nl,Private stichting,PRIV ST.;PS,,11/30/17,ACTV,abbreviation changed,7/5/19,abbreviation changed,
Y1Q4,Belgium,BE,,,be,Fondation privée,French,fr,Fondation privée,FONDPRIV,,11/30/17,ACTV,,,,
Y1Q4,Belgium,BE,,,be,Privatstiftung,German,de,Privatstiftung,PrSt,,11/30/17,ACTV,,,,
YBHM,Belgium,BE,,,be,Europese Coöperatieve Vennootschap,Dutch,nl,Europese Coöperatieve Vennootschap,SCE,,11/30/17,ACTV,,,,
YBHM,Belgium,BE,,,be,Société coopérative européenne,French,fr,Société coopérative européenne,SCE,,11/30/17,ACTV,,,,
YBHM,Belgium,BE,,,be,Europäische Genossenschaft,German,de,Europäische Genossenschaft,OFP,,11/30/17,ACTV,,,,
ZOK2,Belgium,BE,,,be,Landbouwvennootschap,Dutch,nl,Landbouwvennootschap,LV,,11/30/17,ACTV,legislation change,7/5/19,"after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date",
ZOK2,Belgium,BE,,,be,Société agricole,French,fr,Société agricole,S. Agr.,,11/30/17,ACTV,legislation change,7/5/19,"after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date",
ZOK2,Belgium,BE,,,be,Landwirtschaftliche Gesellschaft,German,de,Landwirtschaftliche Gesellschaft,LG,,11/30/17,ACTV,legislation change,7/5/19,"after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date",
ZSFX,Belgium,BE,,,be,Naamloze vennootschap met een sociaal oogmerk,Dutch,nl,Naamloze vennootschap met een sociaal oogmerk,NV SO,,11/30/17,ACTV,legislation change,7/5/19,"after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date",
ZSFX,Belgium,BE,,,be,Société anonyme à finalité sociale,French,fr,Société anonyme à finalité sociale,SA FS,,11/30/17,ACTV,legislation change,7/5/19,"after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date",
ZSFX,Belgium,BE,,,be,Aktiengesellschaft mit sozialer Zielsetzung,German,de,Aktiengesellschaft mit sozialer Zielsetzung,AGmsZ,,11/30/17,ACTV,legislation change,7/5/19,"after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date",
ZUHK,Belgium,BE,,,be,Stichting van openbaar nut,Dutch,nl,Stichting van openbaar nut,SON,,11/30/17,ACTV,,,,
ZUHK,Belgium,BE,,,be,Fondation d'utilité publique,French,fr,Fondation d'utilité publique,FUP,,11/30/17,ACTV,,,,
ZUHK,Belgium,BE,,,be,Gemeinnützige Stiftung,German,de,Gemeinnützige Stiftung,gnS,,11/30/17,ACTV,,,,
1A0A,"Bonaire, Sint Eustatius and Saba",BQ,,,,Besloten vennootschap,Dutch,nl,Besloten vennootschap,,,11/30/17,ACTV,,,,
3Y5C,"Bonaire, Sint Eustatius and Saba",BQ,,,,Besloten vennootschap naar Nederlands recht,Dutch,nl,Besloten vennootschap naar Nederlands recht,,,11/30/17,ACTV,,,,
4S4Z,"Bonaire, Sint Eustatius and Saba",BQ,,,,Commanditaire vennootschap met meerdere beherende vennoten,Dutch,nl,Commanditaire vennootschap met meerdere beherende vennoten,,,11/30/17,ACTV,,,,
4ZBE,"Bonaire, Sint Eustatius and Saba",BQ,,,,Maatschap,Dutch,nl,Maatschap,,,11/30/17,ACTV,,,,
51WZ,"Bonaire, Sint Eustatius and Saba",BQ,,,,Vereniging met beperkte rechtsbevoegdheid,Dutch,nl,Vereniging met beperkte rechtsbevoegdheid,,,11/30/17,ACTV,,,,
56MU,"Bonaire, Sint Eustatius and Saba",BQ,,,,Aandeelhouder bestuurde Besloten vennootschap,Dutch,nl,Aandeelhouder bestuurde Besloten vennootschap,,,11/30/17,ACTV,,,,
92JZ,"Bonaire, Sint Eustatius and Saba",BQ,,,,Stichting,Dutch,nl,Stichting,,,11/30/17,ACTV,,,,
AS4W,"Bonaire, Sint Eustatius and Saba",BQ,,,,Stichting particulier fonds,Dutch,nl,Stichting particulier fonds,,,11/30/17,ACTV,,,,
B2UK,"Bonaire, Sint Eustatius and Saba",BQ,,,,Nevenvestiging met hoofdvestiging buiten bonaire,Dutch,nl,Nevenvestiging met hoofdvestiging buiten bonaire,,,11/30/17,ACTV,,,,
DQMJ,"Bonaire, Sint Eustatius and Saba",BQ,,,,Naamloze vennootschap,Dutch,nl,Naamloze vennootschap,,,11/30/17,ACTV,,,,
FCPM,"Bonaire, Sint Eustatius and Saba",BQ,,,,Vereniging met volledige rechtsbevoegdheid,Dutch,nl,Vereniging met volledige rechtsbevoegdheid,,,11/30/17,ACTV,,,,
IPTQ,"Bonaire, Sint Eustatius and Saba",BQ,,,,Eenmanszaak met meerdere eigenaren,Dutch,nl,Eenmanszaak met meerdere eigenaren,,,11/30/17,ACTV,,,,
JFQ5,"Bonaire, Sint Eustatius and Saba",BQ,,,,Buitenlandse rechtsvorm hoofdvestiging op Bonaire,Dutch,nl,Buitenlandse rechtsvorm hoofdvestiging op Bonaire,,,11/30/17,ACTV,,,,
KSHL,"Bonaire, Sint Eustatius and Saba",BQ,,,,Commanditaire vennootschap op aandelen,Dutch,nl,Commanditaire vennootschap op aandelen,,,11/30/17,ACTV,,,,
NPFB,"Bonaire, Sint Eustatius and Saba",BQ,,,,Eenmanszaak,Dutch,nl,Eenmanszaak,,,11/30/17,ACTV,,,,
SNRI,"Bonaire, Sint Eustatius and Saba",BQ,,,,Vennootschap onder Firma,Dutch,nl,Vennootschap onder Firma,,,11/30/17,ACTV,,,,
VHIY,"Bonaire, Sint Eustatius and Saba",BQ,,,,Cooperatie,Dutch,nl,Cooperatie,,,11/30/17,ACTV,,,,
X088,"Bonaire, Sint Eustatius and Saba",BQ,,,,Vereniging zonder rechtsbevoegdheid,Dutch,nl,Vereniging zonder rechtsbevoegdheid,,,11/30/17,ACTV,,,,
XL51,"Bonaire, Sint Eustatius and Saba",BQ,,,,Commanditaire vennootschap met één beherend vennoot,Dutch,nl,Commanditaire vennootschap met één beherend vennoot,,,11/30/17,ACTV,,,,
4IXL,Botswana,BW,,,bw,Close Companies ,English,en,Close Companies ,,,11/30/17,ACTV,,,,
771I,Botswana,BW,,,bw,Private Limited Liability Companies,English,en,Private Limited Liability Companies,,,11/30/17,ACTV,,,,
QK1F,Botswana,BW,,,bw,Public Limited Liability Companies,English,en,Public Limited Liability Companies,,,11/30/17,ACTV,,,,
Y2L3,Botswana,BW,,,bw,Companies limited by Guarantee,English,en,Companies limited by Guarantee,,,11/30/17,ACTV,,,,
3FUP,Bulgaria,BG,,,bg,Европейско кооперативно дружество с ограничена отговорност,Bulgarian,bg,Evropeysko kooperativno druzhestvo s ogranichena otgovornost,,,7/5/19,ACTV,,,,
3HLJ,Bulgaria,BG,,,bg,Поделение на eвропейско обединение по икономически интереси,Bulgarian,bg,Podelenie na evropeysko obedinenie po ikonomicheski interesi,,,7/5/19,ACTV,,,,
3SHX,Bulgaria,BG,,,bg,Сдружение в обществена полза,Bulgarian,bg,Sdruzhenie v obshtestvena polza,,,7/5/19,ACTV,,,,
45D7,Bulgaria,BG,,,bg,Клон на чуждестранен търговец,Bulgarian,bg,Klon na chuzhdestranen targovets,,,7/5/19,ACTV,,,,
946C,Bulgaria,BG,,,bg,Едноличен търговец,Bulgarian,bg,Ednolichen targovets,ЕТ,ET,11/30/17,ACTV,,,,
9F78,Bulgaria,BG,,,bg,Чуждестранно дружество - физическо лице,Bulgarian,bg,Chuzhdestranno druzhestvo - fizichesko litse,,,7/5/19,ACTV,,,,
